img,nme
aardvark_1.jpg,0.21975684553510802
aardvark_10.jpg,0.07996300322733405
aardvark_11.jpg,0.07960506894099952
aardvark_12.jpg,0.12796732304711608
aardvark_13.jpg,0.1224986816727487
aardvark_14.jpg,0.14225890059586507
aardvark_15.jpg,0.2591265057562094
aardvark_16.jpg,0.0726708607412975
aardvark_18.jpg,0.24312898185286677
aardvark_19.jpg,0.21497654291894222
aardvark_2.jpg,0.05415847511374966
aardvark_20.jpg,0.11004204967665246
aardvark_21.jpg,0.08404902936440851
aardvark_22.jpg,0.12762581807123086
aardvark_23.jpg,0.19234928732766796
aardvark_24.jpg,0.09865066778092157
aardvark_25.jpg,0.12096202683687608
aardvark_26.jpg,0.17141714371956568
aardvark_27.jpg,0.1446542293040156
aardvark_29.jpg,0.22226984557620277
aardvark_3.jpg,0.2217502956786666
aardvark_31.jpg,0.16439606117775143
aardvark_32.jpg,0.16150483906306207
aardvark_33.jpg,0.15079074370240517
aardvark_34.jpg,0.11091229999691865
aardvark_4.jpg,0.10129437834857456
aardvark_5.jpg,0.12116936492317898
aardvark_6.jpg,0.30171743032198484
aardvark_7.jpg,0.054129938763626345
aardvark_8.jpg,0.17364247376944486
aardvark_9.jpg,0.22541976328655172
aardwolf_11.jpg,0.02862610833515646
aardwolf_13.jpg,0.03362835812766252
aardwolf_14.jpg,0.11848394174977202
aardwolf_15.jpg,0.059337497123200716
aardwolf_16.jpg,0.12151212699610077
aardwolf_17.jpg,0.01951515041489178
aardwolf_18.jpg,0.08494323265469635
aardwolf_19.jpg,0.13709428460179915
aardwolf_2.jpg,0.043736554292767155
aardwolf_20.jpg,0.02692353872819871
aardwolf_21.jpg,0.06869786421919363
aardwolf_22.jpg,0.0283066012292597
aardwolf_23.jpg,0.07962315794531119
aardwolf_24.jpg,0.06950410872050504
aardwolf_3.jpg,0.02544897041653417
aardwolf_4.jpg,0.03850640209769632
aardwolf_6.jpg,0.030621048195841404
aardwolf_7.jpg,0.07280513461793144
aardwolf_8.jpg,0.05625092134371946
aardwolf_9.jpg,0.022796143853904775
addax_1.jpg,0.03178544106935897
addax_10.jpg,0.17066817566216155
addax_11.jpg,0.12073626718709843
addax_12.jpg,0.1566153069756232
addax_13.jpg,0.0324878990780068
addax_14.jpg,0.10170163343603322
addax_15.jpg,0.1665535796481208
addax_16.jpg,0.05060053122482705
addax_17.jpg,0.21100840042874522
addax_18.jpg,0.07213102591849574
addax_19.jpg,0.20389392654445687
addax_2.jpg,0.1403804305268385
addax_20.jpg,0.12066734126970674
addax_21.jpg,0.09015764438386588
addax_22.jpg,0.12227461371059542
addax_23.jpg,0.06805539055877362
addax_24.jpg,0.10298672717832438
addax_25.jpg,0.39441516078409183
addax_26.jpg,0.11314199940812213
addax_27.jpg,0.08544397062342628
addax_28.jpg,0.05160410999571832
addax_29.jpg,0.103482494169378
addax_30.jpg,0.16578047243657903
addax_31.jpg,0.0317792798940545
addax_32.jpg,0.07637977125172894
addax_33.jpg,0.07590107449054101
addax_34.jpg,0.09388856021599275
addax_35.jpg,0.11029372922203783
addax_36.jpg,0.061362963431244893
addax_37.jpg,0.09101939870891766
addax_38.jpg,0.059559959228924514
addax_39.jpg,0.11752479579862249
addax_4.jpg,0.19415821002475112
addax_40.jpg,0.15606977431817684
addax_41.jpg,0.09482052788046472
addax_42.jpg,0.043499741406915315
addax_43.jpg,0.07320420755641076
addax_44.jpg,0.034940045239960506
addax_45.jpg,0.17911840601452853
addax_46.jpg,0.23257071891426928
addax_47.jpg,0.12719729640708288
addax_48.jpg,0.1072548507103531
addax_49.jpg,0.029690452553582276
addax_5.jpg,0.05328796600380934
addax_50.jpg,0.11493617589010745
addax_51.jpg,0.08722162762975856
addax_52.jpg,0.06253309485396892
addax_53.jpg,0.12051004640725095
addax_54.jpg,0.25596094227344734
addax_55.jpg,0.12642757719686154
addax_56.jpg,0.23258867818019213
addax_57.jpg,0.09873848399507262
addax_58.jpg,0.03272362308510977
addax_59.jpg,0.11916045304959264
addax_6.jpg,0.06974322679602307
addax_60.jpg,0.1465030574282727
addax_61.jpg,0.036319123133072305
addax_62.jpg,0.0766924676008965
addax_63.jpg,0.087533013406204
addax_64.jpg,0.0702516429254749
addax_65.jpg,0.09635955429163591
addax_66.jpg,0.13365789999113845
addax_67.jpg,0.10416387479239883
addax_68.jpg,0.13067273200666532
addax_69.jpg,0.10427303773344038
addax_7.jpg,0.23199993671200472
addax_70.jpg,0.09824938048638115
addax_71.jpg,0.13887735299815954
addax_8.jpg,0.14263430511202546
addax_9.jpg,0.09776765892003551
adeliepenguin_1.jpg,0.1721775203879554
adeliepenguin_10.jpg,0.14693218276868344
adeliepenguin_100.jpg,0.16251581389709593
adeliepenguin_101.jpg,0.10901033602291493
adeliepenguin_102.jpg,0.3339923658146413
adeliepenguin_103.jpg,0.3750227816429258
adeliepenguin_104.jpg,0.3582620923141228
adeliepenguin_105.jpg,0.7704167742198932
adeliepenguin_106.jpg,0.23457344810698944
adeliepenguin_107.jpg,0.2622115684497113
adeliepenguin_108.jpg,0.20116270157155744
adeliepenguin_109.jpg,0.27833697450220024
adeliepenguin_11.jpg,0.14746691135878062
adeliepenguin_110.jpg,0.21945141787548528
adeliepenguin_111.jpg,0.43648426444295757
adeliepenguin_112.jpg,0.13112643861932133
adeliepenguin_113.jpg,0.26649669239411733
adeliepenguin_114.jpg,0.22132735275311322
adeliepenguin_115.jpg,0.3399240366501282
adeliepenguin_116.jpg,0.16210844234260452
adeliepenguin_117.jpg,0.3588316349160462
adeliepenguin_118.jpg,0.46972943884309737
adeliepenguin_119.jpg,0.1963671947156897
adeliepenguin_12.jpg,0.3747192653651653
adeliepenguin_120.jpg,0.32310627120993257
adeliepenguin_121.jpg,0.3356372973289565
adeliepenguin_122.jpg,0.12053843849383042
adeliepenguin_123.jpg,0.34745533849420823
adeliepenguin_124.jpg,0.08933473985731666
adeliepenguin_125.jpg,0.585455499012358
adeliepenguin_126.jpg,0.35876635901363185
adeliepenguin_127.jpg,0.3318454924689217
adeliepenguin_128.jpg,0.5003245888986473
adeliepenguin_129.jpg,0.18210167401230312
adeliepenguin_13.jpg,0.3601622518111676
adeliepenguin_130.jpg,0.2179044746458837
adeliepenguin_131.jpg,0.15862616869492288
adeliepenguin_132.jpg,0.1398068666236533
adeliepenguin_133.jpg,0.28125383043121144
